epoch,lr,train_loss,train_cls_loss,train_attn_loss,train_cf_loss,train_acc,val_loss,val_acc,val_macro_f1,val_balanced_acc,seconds
18,0.0002315579541226831,0.4964247060626663,0.21871956272599782,0.7852922322500507,0.035660820449516434,0.9476584022038568,0.25269681559159207,0.9423076923076923,0.9419642857142857,0.9429991714995858,74.01632475852966
19,0.0002216840867859138,0.4798952124232924,0.1950533047790534,0.8083329488915846,0.02406725290227558,0.9628099173553719,0.2759966927174574,0.9423076923076923,0.942069648456841,0.9441590720795361,77.42465209960938
20,0.00021138984214384243,0.5097018024645561,0.2179539347832032,0.8205422391247815,0.05697611068534478,0.9476584022038568,0.2496619542630819,0.9358974358974359,0.935515873015873,0.9365368682684341,76.32031321525574
21,0.00020073563091735496,0.4750431684402559,0.19755522765157638,0.7822392849718572,0.04630244750184451,0.9545454545454546,0.2945272723356119,0.9358974358974359,0.9358024691358025,0.940016570008285,72.32470393180847
22,0.00018978397625438943,0.49458860641873903,0.2114976371225411,0.8007701275762448,0.035267856590848766,0.9545454545454546,0.24965640821327,0.9423076923076923,0.9419042495965573,0.9424192212096105,73.87350821495056
23,0.000178599146819242,0.46551474709238233,0.17250911297261223,0.8284423756041146,0.03813509792220951,0.9662534435261708,0.25223800726234913,0.9423076923076923,0.9421555702043507,0.9453189726594864,74.29578709602356
24,0.00016724677963849015,0.44282410455965143,0.1642568543060752,0.7873233666761519,0.037550942746206566,0.9696969696969697,0.2515902965783309,0.9487179487179487,0.9484126984126984,0.9494614747307373,76.39152026176453
25,0.00015579349491682081,0.445143480510669,0.1654331657840529,0.7888127673755992,0.04532312583300149,0.9731404958677686,0.27103253205617267,0.9391025641025641,0.9386430678466077,0.9388980944490473,76.76902151107788
26,0.0001443065050831792,0.43608395182643056,0.15606982077243572,0.794382314954579,0.024754067380673997,0.9752066115702479,0.22557006508876115,0.9551282051282052,0.954903985133182,0.9565037282518641,73.15419435501099
27,0.00013285322036150985,0.42104854701553823,0.1385275314436307,0.8008119903155924,0.027960289584295746,0.981404958677686,0.21849680056747717,0.9455128205128205,0.9450379780939453,0.9447804473902237,77.8193747997284
28,0.00012150085318075795,0.43067468801313197,0.1504821837276795,0.7938865965062921,0.02915250861179597,0.9752066115702479,0.24882689381066042,0.9423076923076923,0.9419642857142857,0.9429991714995858,73.36245465278625
29,0.0001103160237456106,0.41104208010944127,0.1319438921128587,0.7923514591760872,0.02218975859197734,0.9834710743801653,0.20860778029339436,0.9551282051282052,0.9548144163528779,0.9553438276719137,72.74115896224976
30,9.936436908264503e-05,0.41990182825849076,0.13738556149782558,0.8011737801647711,0.026318104167984538,0.981404958677686,0.24978950505073255,0.9455128205128205,0.9449695485718436,0.9442004971002486,72.82792782783508
31,8.871015785615757e-05,0.40865710406428196,0.12811977355728135,0.7942053978600778,0.03206807355263037,0.9862258953168044,0.23936519098396486,0.9455128205128205,0.9451016922838069,0.9453603976801987,73.88092803955078
32,7.841591321408614e-05,0.4006179110159887,0.12543446572687345,0.7775775837832575,0.03789118449357608,0.9848484848484849,0.22869021808489776,0.9551282051282052,0.9549783549783549,0.9576636288318144,73.89162683486938
33,6.85420458773169e-05,0.39477695615002606,0.12314874243719848,0.7704099821486092,0.024809038689868015,0.9862258953168044,0.24285686823228994,0.9487179487179487,0.9484126984126984,0.9494614747307373,76.62816977500916
34,5.914649962555267e-05,0.3947769676440347,0.11856033576052051,0.7836895828076302,0.024066030272326275,0.9882920110192838,0.2301456997027764,0.9583333333333334,0.9580640825484135,0.9588649544324772,72.54181981086731
35,5.028441126017349e-05,0.40164468120321756,0.12313032007619698,0.7916571050471839,0.01792971556428974,0.987603305785124,0.23351534518102804,0.9487179487179487,0.948301574150787,0.948301574150787,76.35450267791748
36,4.2007787039561994e-05,0.39071594739009524,0.11448839811746739,0.7855255958462549,0.01616994963513723,0.9896694214876033,0.2564917999582413,0.9455128205128205,0.9449695485718436,0.9442004971002486,73.53287267684937
37,3.436519748569965e-05,0.39687489238939666,0.11336529892215058,0.8054623923190041,0.019972014836466694,0.990358126721763,0.23749095617005458,0.9519230769230769,0.951504098318187,0.9512427506213753,74.13753056526184
38,2.7401492353030688e-05,0.3899523244231693,0.11416015690885299,0.7816705537072226,0.027593479252525557,0.9889807162534435,0.2438508830486964,0.9487179487179487,0.9483593329747175,0.9488815244407622,73.6132230758667
39,2.115753743226921e-05,0.39080129877841174,0.1092368651273822,0.7986630939419276,0.025404463221316453,0.9910468319559229,0.24713828314382297,0.9455128205128205,0.9450379780939453,0.9447804473902237,72.36011600494385
40,1.5669974733689727e-05,0.3799476886460604,0.10824676768305216,0.7707426362458011,0.024262529243676622,0.9917355371900827,0.24711207419824907,0.9487179487179487,0.9482393928082617,0.9477216238608119,74.10240197181702
41,1.0971007457240912e-05,0.39013304552140315,0.10971335947677781,0.7970629754802084,0.018095605554490173,0.9910468319559229,0.23735220835377008,0.9487179487179487,0.9483593329747175,0.9488815244407622,73.44056463241577
42,7.088211011363165e-06,0.3929901923932977,0.10593071673321987,0.8175501888284342,0.011461423967513398,0.9924242424242424,0.23258968399694332,0.9519230769230769,0.951560316721006,0.9518227009113505,73.68950605392456
43,4.0443711895270436e-06,0.39106527654346357,0.10712215541438623,0.8081826035641442,0.01349018306500912,0.9917355371900827,0.23101988611504054,0.9519230769230769,0.951560316721006,0.9518227009113505,73.32991528511047
